cruise_id,site,station,date_time,date,time_gmt,flowmeter_in,flowmeter_out,flowmeter_diff,ship_speed_knots,inpeller_constant,split_size,notes,tow_time_min,net_size,net_area,distance_m,tow_speed_m_sec,volume_filt_cubic_m,total_split_amount,total_split_frac,scientificName,pipette_vol_m_l,dillution,dillution_factor,split_amount,splits_analyzed,individualCount,aliquot_1,aliquot_2,aliquot_3,mean,ind_m3,number_ind_sample,duplicate_mesh_col,scientificname,rank,valid_name,kingdom,phylum,class,order,family,genus
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Paracalanus,5,1000,200,2,0.25,17,4,6,7,5.666666667,19.03009881,9066.666667,200,Paracalanus,Genus,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Pteropoda,5,1000,200,2,0.25,3,2,1,0,1,3.358252731,1600,200,Pteropoda,Order,Pteropoda,Animalia,Mollusca,Gastropoda,Pteropoda,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Actinopterygii,5,1000,200,2,0.25,3,1,1,1,1,3.358252731,1600,200,Actinopterygii,Gigaclass,Actinopterygii,Animalia,Chordata,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Temora,5,1000,200,2,0.25,4,3,1,0,1.333333333,4.477670308,2133.333333,200,Temora,Genus,Temora,Animalia,Arthropoda,Copepoda,Calanoida,Temoridae,Temora
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Undinula vulgaris,5,1000,200,2,0.25,2,1,0,1,0.666666667,2.238835154,1066.666667,200,Undinula vulgaris,Species,Undinula vulgaris,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,8,0.125,Bivalvia,5,1000,200,2,0.25,6,6,0,0,2,6.716505462,3200,200,,,,,,,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Calocalanus,5,500,100,0,,1,1,,,1,0.466717207,200,500,Calocalanus,Genus,Calocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Corycaeus,5,500,100,0,,5,2,2,1,1.666666667,0.777862012,333.3333333,500,Corycaeus,Genus,Corycaeus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Euchaeta,5,500,100,0,,1,,1,,1,0.466717207,200,500,Euchaeta,Genus,Euchaeta,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Euterpina acutifrons,5,500,100,0,,2,,2,,2,0.933434414,400,500,Euterpina acutifrons,Species,Euterpina acutifrons,Animalia,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Farranula,5,500,100,0,,2,1,,1,1,0.466717207,200,500,Farranula,Genus,Farranula,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Farranula
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Perciformes,5,500,100,0,,1,,1,,1,0.466717207,200,500,,,,,,,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Isopoda,5,500,100,0,,2,,1,1,1,0.466717207,200,500,Isopoda,Order,Isopoda,Animalia,Arthropoda,Malacostraca,Isopoda,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Polychaeta,5,500,100,0,,1,,,1,1,0.466717207,200,500,Polychaeta,Class,Polychaeta,Animalia,Annelida,Polychaeta,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Actinopterygii,5,500,100,0,,8,2,3,3,2.666666667,1.244579219,533.3333333,500,Actinopterygii,Gigaclass,Actinopterygii,Animalia,Chordata,,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Salpa,5,500,100,0,,15,3,5,7,5,2.333586035,1000,500,,,,,,,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Siphonophora,5,500,100,0,,6,2,3,1,2,0.933434414,400,500,,,,,,,,,
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Temora,5,500,100,0,,1,1,,,1,0.466717207,200,500,Temora,Genus,Temora,Animalia,Arthropoda,Copepoda,Calanoida,Temoridae,Temora
WS17170,MR,Molasses Reef,2017-06-19T00:21:00Z,2017-06-19T00:00:00Z,0:21:00,999,9907,8908,1.5,0.245,0.5,,5,0.5,0.196349541,2182.46,7.274866667,428.5250189,2,0.5,Undinula vulgaris,5,500,100,0,,7,3,1,3,2.333333333,1.089006817,466.6666667,500,Undinula vulgaris,Species,Undinula vulgaris,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Brachyura,5,150,30,1,0.5,1,,1,,1,0.251868955,120,500,Brachyura,Infraorder,Brachyura,Animalia,Arthropoda,Malacostraca,Decapoda,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Bryozoa,5,150,30,1,0.5,7,2,3,2,2.333333333,0.587694228,280,500,Bryozoa,Phylum,Bryozoa,Animalia,Bryozoa,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Calocalanus,5,150,30,1,0.5,2,,2,,2,0.50373791,240,500,Calocalanus,Genus,Calocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Caridea,5,150,30,1,0.5,1,,1,,1,0.251868955,120,500,Caridea,Infraorder,Caridea,Animalia,Arthropoda,Malacostraca,Decapoda,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Chaetognatha,5,150,30,1,0.5,6,,4,2,3,0.755606864,360,500,Chaetognatha,Phylum,Chaetognatha,Animalia,Chaetognatha,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Corycaeus,5,150,30,1,0.5,9,1,4,4,3,0.755606864,360,500,Corycaeus,Genus,Corycaeus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Isopoda,5,150,30,1,0.5,1,1,,,1,0.251868955,120,500,Isopoda,Order,Isopoda,Animalia,Arthropoda,Malacostraca,Isopoda,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Paracalanus,5,150,30,1,0.5,2,1,1,,1,0.251868955,120,500,Paracalanus,Genus,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Penaeoidea,5,150,30,1,0.5,1,,,1,1,0.251868955,120,500,,,,,,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Polychaeta,5,150,30,1,0.5,1,,1,,1,0.251868955,120,500,Polychaeta,Class,Polychaeta,Animalia,Annelida,Polychaeta,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Pteropoda,5,150,30,1,0.5,1,,1,,1,0.251868955,120,500,Pteropoda,Order,Pteropoda,Animalia,Mollusca,Gastropoda,Pteropoda,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Actinopterygii,5,150,30,1,0.5,23,7,8,8,7.666666667,1.93099532,920,500,Actinopterygii,Gigaclass,Actinopterygii,Animalia,Chordata,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Siphonophora,5,150,30,1,0.5,1,,,1,1,0.251868955,120,500,,,,,,,,,
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Temora,5,150,30,1,0.5,4,2,,2,2,0.50373791,240,500,Temora,Genus,Temora,Animalia,Arthropoda,Copepoda,Calanoida,Temoridae,Temora
WS17170,LK,Looe Key (deep),2017-06-20T15:33:00Z,2017-06-20T00:00:00Z,15:33:00,9907,19811,9904,1.5,0.245,0.5,,5,0.5,0.196349541,2426.48,8.088266667,476.4382339,4,0.25,Undinula vulgaris,5,150,30,1,0.5,7,4,3,,3.5,0.881541342,420,500,Undinula vulgaris,Species,Undinula vulgaris,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Anomura,5,600,120,0,,2,0,2,0,0.666666667,0.335655818,160,500,Anomura,Infraorder,Anomura,Animalia,Arthropoda,Malacostraca,Decapoda,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Brachyura,5,600,120,0,,1,0,1,0,0.333333333,0.167827909,80,500,Brachyura,Infraorder,Brachyura,Animalia,Arthropoda,Malacostraca,Decapoda,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Chaetognatha,5,600,120,0,,27,6,16,5,9,4.531353549,2160,500,Chaetognatha,Phylum,Chaetognatha,Animalia,Chaetognatha,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Corycaeus,5,600,120,0,,2,0,1,1,0.666666667,0.335655818,160,500,Corycaeus,Genus,Corycaeus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Echinoderes,5,600,120,0,,1,1,0,0,0.333333333,0.167827909,80,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Euchaeta,5,600,120,0,,1,0,0,1,0.333333333,0.167827909,80,500,Euchaeta,Genus,Euchaeta,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Perciformes,5,600,120,0,,1,1,0,0,0.333333333,0.167827909,80,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Hyperiidea,5,600,120,0,,2,0,1,1,0.666666667,0.335655818,160,500,Hyperiidea,Suborder,Hyperiidea,Animalia,Arthropoda,Malacostraca,Amphipoda,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Appendicularia,5,600,120,0,,3,2,1,,1.5,0.755225591,360,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Nannocalanus,5,600,120,0,,14,4,2,8,4.666666667,2.349590729,1120,500,Nannocalanus,Genus,Nannocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Ostracoda,5,600,120,0,,11,5,3,3,3.666666667,1.846107001,880,500,Ostracoda,Class,Ostracoda,Animalia,Arthropoda,Ostracoda,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Pontella,5,600,120,0,,8,0,5,3,2.666666667,1.342623274,640,500,Pontella,Genus,Pontella,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Pteropoda,5,600,120,0,,1,1,,,1,0.503483728,240,500,Pteropoda,Order,Pteropoda,Animalia,Mollusca,Gastropoda,Pteropoda,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Actinopterygii,5,600,120,0,,6,2,3,1,2,1.006967455,480,500,Actinopterygii,Gigaclass,Actinopterygii,Animalia,Chordata,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Salpa,5,600,120,0,,2,0,1,1,0.666666667,0.335655818,160,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Siphonophora,5,600,120,0,,6,1,3,2,2,1.006967455,480,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Stomatopora,5,600,120,0,,2,0,1,1,0.666666667,0.335655818,160,500,,,,,,,,,
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Subeucalanus,5,600,120,0,,2,0,2,0,0.666666667,0.335655818,160,500,Subeucalanus,Genus,Subeucalanus,Animalia,Arthropoda,Copepoda,Calanoida,Subeucalanidae,Subeucalanus
WS17282,MR,Molasses Reef,2017-10-09T01:20:00Z,2017-10-09T00:00:00Z,1:20:00,0,9909,9909,1.5,0.245,0.5,,5,0.5,0.196349541,2427.705,8.09235,476.6787621,2,0.5,Undinula vulgaris,5,600,120,0,,9,2,3,4,3,1.510451183,720,500,Undinula vulgaris,Species,Undinula vulgaris,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula
WS17282,LK,Looe Key (deep),2017-10-10T19:15:00Z,2017-10-10T00:00:00Z,19:15:00,0,1009,1009,1.5,0.245,0.5,,5,0.5,0.196349541,247.205,0.824016667,48.53858825,2,0.5,Appendicularia,5,500,100,0,0,2,0,0,2,0.666666667,2.746955323,133.3333333,500,,,,,,,,,
WS17282,LK,Looe Key (deep),2017-10-10T19:15:00Z,2017-10-10T00:00:00Z,19:15:00,0,1009,1009,1.5,0.245,0.5,,5,0.5,0.196349541,247.205,0.824016667,48.53858825,2,0.5,Brachyura,5,500,100,0,0,1,1,0,0,0.333333333,1.373477661,66.66666667,500,Brachyura,Infraorder,Brachyura,Animalia,Arthropoda,Malacostraca,Decapoda,,
